article_title,country,revision_id,article_quality,population,region
Horácio de Matos,Brazil,1226009834,Stub,204.0,SOUTH AMERICA
Sandra Meira Starling,Brazil,1248440839,Stub,204.0,SOUTH AMERICA
Gerardo Melo Mourão,Brazil,1245729965,Start,204.0,SOUTH AMERICA
Murilo Melo Filho,Brazil,1233198027,Stub,204.0,SOUTH AMERICA
Cândido Mendes de Almeida,Brazil,1238920549,Start,204.0,SOUTH AMERICA
Gilmar Mendes,Brazil,1242250612,C,204.0,SOUTH AMERICA
Claudio Modesto,Brazil,1246064580,Start,204.0,SOUTH AMERICA
Carlos Eduardo Moreira Ferreira,Brazil,1087824575,Stub,204.0,SOUTH AMERICA
José Múcio,Brazil,1218280310,C,204.0,SOUTH AMERICA
Pedro Soares Muñoz,Brazil,1235664468,Stub,204.0,SOUTH AMERICA
Paulo Nani,Brazil,1242343796,Start,204.0,SOUTH AMERICA
Dora Nascimento,Brazil,1208121039,Stub,204.0,SOUTH AMERICA
Carlos Neder,Brazil,1246065514,Stub,204.0,SOUTH AMERICA
Domingos Gomes de Aguiar Neto,Brazil,1178155220,Start,204.0,SOUTH AMERICA
"Manuel Luís Osório, Marquis of Erval",Brazil,1249279029,C,204.0,SOUTH AMERICA
Hildebrando Pascoal,Brazil,1088472912,Start,204.0,SOUTH AMERICA
Astrojildo Pereira,Brazil,1225818171,Stub,204.0,SOUTH AMERICA
Joaquim Alvaro Pereira Leite,Brazil,1240167587,Stub,204.0,SOUTH AMERICA
Francisco José Pinheiro,Brazil,1221332843,Start,204.0,SOUTH AMERICA
Mario Pinotti,Brazil,1249739851,C,204.0,SOUTH AMERICA
Henrique Pizzolato,Brazil,1146046975,Start,204.0,SOUTH AMERICA
Plínio de Arruda Sampaio Jr.,Brazil,1246065571,C,204.0,SOUTH AMERICA
Marcio Pochmann,Brazil,1227539038,C,204.0,SOUTH AMERICA
Presidency of Castelo Branco,Brazil,1247853934,GA,204.0,SOUTH AMERICA
Presidency of Eurico Gaspar Dutra,Brazil,1240095314,GA,204.0,SOUTH AMERICA
Presidency of Fernando Henrique Cardoso,Brazil,1247854957,FA,204.0,SOUTH AMERICA
Presidency of Itamar Franco,Brazil,1247855190,C,204.0,SOUTH AMERICA
Presidency of Juscelino Kubitschek,Brazil,1247853887,GA,204.0,SOUTH AMERICA
Irondi Pugliesi,Brazil,1226012000,Stub,204.0,SOUTH AMERICA
Eusébio de Queirós,Brazil,1152369072,C,204.0,SOUTH AMERICA
Marco Antonio Raupp,Brazil,1240228814,Start,204.0,SOUTH AMERICA
Renan Contar,Brazil,1245624959,C,204.0,SOUTH AMERICA
Robert Rey (plastic surgeon),Brazil,1249338218,C,204.0,SOUTH AMERICA
José Richa,Brazil,1248725167,Start,204.0,SOUTH AMERICA
Ary Rigo,Brazil,1232333312,Stub,204.0,SOUTH AMERICA
Eduardo Rocha,Brazil,1193380607,Start,204.0,SOUTH AMERICA
Betinho Rosado,Brazil,1246064759,Stub,204.0,SOUTH AMERICA
Rosana Martinelli,Brazil,1230117539,C,204.0,SOUTH AMERICA
Antônio Ricardo dos Santos,Brazil,1184506048,Start,204.0,SOUTH AMERICA
Augusto Severo de Albuquerque Maranhão,Brazil,1168433608,Stub,204.0,SOUTH AMERICA
"José Manuel da Silva, Baron of Tietê",Brazil,1239452174,Stub,204.0,SOUTH AMERICA
Fabiano Silveira,Brazil,1232432585,Start,204.0,SOUTH AMERICA
Vittorio Sorotiuk,Brazil,1246065682,Start,204.0,SOUTH AMERICA
Jose de Sousa Campos,Brazil,1015210781,Stub,204.0,SOUTH AMERICA
"Irineu Evangelista de Sousa, Viscount of Mauá",Brazil,1249997750,C,204.0,SOUTH AMERICA
"João Cardoso de Meneses e Sousa, Baron of Paranapiacaba",Brazil,1163771893,Start,204.0,SOUTH AMERICA
Aureliano Cândido Tavares Bastos,Brazil,1246603749,Start,204.0,SOUTH AMERICA
Juarez Távora (general),Brazil,1243281944,C,204.0,SOUTH AMERICA
"Antônio de Queirós Teles, Baron of Jundiaí",Brazil,1014343460,Stub,204.0,SOUTH AMERICA
Nelson Trad Filho,Brazil,1201215647,Start,204.0,SOUTH AMERICA
Evaristo da Veiga,Brazil,1149938942,Stub,204.0,SOUTH AMERICA
Luís Viana Neto,Brazil,1246449214,Start,204.0,SOUTH AMERICA
Augusto Ximeno de Villeroy,Brazil,1216910276,Stub,204.0,SOUTH AMERICA
André Zacharow,Brazil,1188242249,Stub,204.0,SOUTH AMERICA
Murilo Zauith,Brazil,1191804969,Start,204.0,SOUTH AMERICA
Zeca do PT,Brazil,1232505950,Start,204.0,SOUTH AMERICA
Aleksandar Alekov,Bulgaria,1215311752,Start,6.4,EASTERN EUROPE
Anyu Angelov,Bulgaria,1215311929,Start,6.4,EASTERN EUROPE
Atanas Zapryanov,Bulgaria,1241175591,Stub,6.4,EASTERN EUROPE
Atanas Atanasov (politician born 1990),Bulgaria,1236766093,Start,6.4,EASTERN EUROPE
Atanas Atanasov (politician),Bulgaria,1239086809,C,6.4,EASTERN EUROPE
Hristo Atanassov,Bulgaria,1215320743,Start,6.4,EASTERN EUROPE
Jonas Basanavičius,Bulgaria,1238466176,FA,6.4,EASTERN EUROPE
Tsvetko Boboshevski,Bulgaria,1222513400,Stub,6.4,EASTERN EUROPE
Alexander Bogoridi,Bulgaria,1242153001,Start,6.4,EASTERN EUROPE
Chairman (President) of Bulgaria,Bulgaria,1227609197,C,6.4,EASTERN EUROPE
Dzhevdet Chakarov,Bulgaria,1245989144,Stub,6.4,EASTERN EUROPE
Vasil Chichibaba,Bulgaria,1215313341,Start,6.4,EASTERN EUROPE
Lea Cohen,Bulgaria,1215313537,C,6.4,EASTERN EUROPE
Vladimir Damgov,Bulgaria,1215314052,Start,6.4,EASTERN EUROPE
Stanislav Daskalov,Bulgaria,1236020876,Stub,6.4,EASTERN EUROPE
Stefan Dimitrov (politician),Bulgaria,1249080975,Stub,6.4,EASTERN EUROPE
Ivan Dimov (scientist),Bulgaria,1215314240,Start,6.4,EASTERN EUROPE
Valentin Fortunov,Bulgaria,1215314438,Start,6.4,EASTERN EUROPE
Tsoncho Ganev,Bulgaria,1240457984,Stub,6.4,EASTERN EUROPE
Georgi Gvozdeykov,Bulgaria,1243679989,Stub,6.4,EASTERN EUROPE
Goritsa Grancharova,Bulgaria,1244496816,GA,6.4,EASTERN EUROPE
Ivancho Hadzhipenchovich,Bulgaria,1215314724,Start,6.4,EASTERN EUROPE
Ivan Demerdzhiev,Bulgaria,1246703703,Stub,6.4,EASTERN EUROPE
Aleksi Ivanov,Bulgaria,1215314827,Start,6.4,EASTERN EUROPE
Grozdan Karadzhov,Bulgaria,1250148087,Start,6.4,EASTERN EUROPE
Vladimir Karolev,Bulgaria,1183947838,Start,6.4,EASTERN EUROPE
Georgi Kirkov,Bulgaria,1215315466,Start,6.4,EASTERN EUROPE
Spiro Kitinchev,Bulgaria,1244548670,C,6.4,EASTERN EUROPE
Ivan Kondov,Bulgaria,1244791314,Stub,6.4,EASTERN EUROPE
Kostadin Kostadinov (professor),Bulgaria,1215315664,Start,6.4,EASTERN EUROPE
Gavril Krastevich,Bulgaria,1242153020,Stub,6.4,EASTERN EUROPE
Petar Kulenski,Bulgaria,1236793256,Stub,6.4,EASTERN EUROPE
Lazar Lazarov,Bulgaria,1215860047,Stub,6.4,EASTERN EUROPE
Nikola Lazarov,Bulgaria,1246693713,B,6.4,EASTERN EUROPE
Ivan Marazov,Bulgaria,1215315878,Stub,6.4,EASTERN EUROPE
Venko Markovski,Bulgaria,1235730767,C,6.4,EASTERN EUROPE
Yakov Matakiev,Bulgaria,1180593616,Start,6.4,EASTERN EUROPE
Ilian Mihov,Bulgaria,1243605333,Start,6.4,EASTERN EUROPE
Raya Nazaryan,Bulgaria,1241562603,Stub,6.4,EASTERN EUROPE
Nikolay Milkov,Bulgaria,1159601677,Stub,6.4,EASTERN EUROPE
Plamen Panayotov,Bulgaria,1133046866,Stub,6.4,EASTERN EUROPE
Vladislav Panev,Bulgaria,1236796256,Stub,6.4,EASTERN EUROPE
Asparuh Panov,Bulgaria,1022365931,Stub,6.4,EASTERN EUROPE
Atanas Pekanov,Bulgaria,1211256598,C,6.4,EASTERN EUROPE
Sasho Penov,Bulgaria,1208372103,Stub,6.4,EASTERN EUROPE
Lyudmila Petkova,Bulgaria,1240500207,Stub,6.4,EASTERN EUROPE
Hristo Petrov,Bulgaria,1242211308,Stub,6.4,EASTERN EUROPE
Rosen Plevneliev,Bulgaria,1243979008,C,6.4,EASTERN EUROPE
Aleksandur Pulev,Bulgaria,1192998630,Stub,6.4,EASTERN EUROPE
Denitsa Simeonova,Bulgaria,1236772129,Stub,6.4,EASTERN EUROPE
Ivan Stanchov,Bulgaria,1189228353,Stub,6.4,EASTERN EUROPE
Kalin Stoyanov,Bulgaria,1250344595,GA,6.4,EASTERN EUROPE
Stanislav Stoyanov (politician),Bulgaria,1245317002,Stub,6.4,EASTERN EUROPE
Dragomir Stoynev,Bulgaria,1236777307,Stub,6.4,EASTERN EUROPE
Teodora Genchovska,Bulgaria,1217932516,Stub,6.4,EASTERN EUROPE
Daniel Valchev,Bulgaria,1227658311,Stub,6.4,EASTERN EUROPE
Krasimir Valchev,Bulgaria,1237335760,Stub,6.4,EASTERN EUROPE
Velko Valkanov,Bulgaria,1211235525,Stub,6.4,EASTERN EUROPE
Ventsislav Varbanov,Bulgaria,1236795881,Stub,6.4,EASTERN EUROPE
Damyan Velchev,Bulgaria,1241904410,Start,6.4,EASTERN EUROPE
Svetoslav Vitkov,Bulgaria,1243474576,Start,6.4,EASTERN EUROPE
Mincho Yovchev,Bulgaria,1101186643,Stub,6.4,EASTERN EUROPE
Atanas Zafirov,Bulgaria,1248790402,C,6.4,EASTERN EUROPE
Martin Zaimov,Bulgaria,1187122509,Start,6.4,EASTERN EUROPE
Dragomir Zakov,Bulgaria,1177150880,Start,6.4,EASTERN EUROPE
Nayden Zelenogorski,Bulgaria,1181274805,Stub,6.4,EASTERN EUROPE
Boureima Badini,Burkina Faso,1188858837,Start,22.9,WESTERN AFRICA
Blaise Bassoleth,Burkina Faso,1194947033,Stub,22.9,WESTERN AFRICA
Nazi Boni,Burkina Faso,1165935460,Start,22.9,WESTERN AFRICA
Eric Bougouma,Burkina Faso,1224650590,Start,22.9,WESTERN AFRICA
François Compaoré,Burkina Faso,1231273948,Start,22.9,WESTERN AFRICA
Daniel Ouezzin Coulibaly,Burkina Faso,1240877830,Stub,22.9,WESTERN AFRICA
Toubé Clément Dakio,Burkina Faso,1139020686,Stub,22.9,WESTERN AFRICA
Frédéric Guirma,Burkina Faso,1196782670,Stub,22.9,WESTERN AFRICA
Emile Ilboudo,Burkina Faso,1188858797,Stub,22.9,WESTERN AFRICA
Zinda Kaboré,Burkina Faso,1240877157,Stub,22.9,WESTERN AFRICA
Christophe Kalenzaga,Burkina Faso,1188339738,Start,22.9,WESTERN AFRICA
Joséphine Drabo Kanyoulou,Burkina Faso,1188917017,Stub,22.9,WESTERN AFRICA
Joséphine Ki-Zerbo,Burkina Faso,1108677667,Stub,22.9,WESTERN AFRICA
Begnon-Damien Koné,Burkina Faso,1177650476,Stub,22.9,WESTERN AFRICA
Yabre Juliette Kongo,Burkina Faso,1219061952,Start,22.9,WESTERN AFRICA
Kouamé Lougué,Burkina Faso,1188339825,Stub,22.9,WESTERN AFRICA
Jean-Baptiste Natama,Burkina Faso,1115090605,Stub,22.9,WESTERN AFRICA
Jean-Baptiste Ouédraogo,Burkina Faso,1241452397,FA,22.9,WESTERN AFRICA
Mamadou Ouédraogo,Burkina Faso,1186807529,Stub,22.9,WESTERN AFRICA
Ousmane Bougouma,Burkina Faso,1220964955,Start,22.9,WESTERN AFRICA
Pargui Emile Paré,Burkina Faso,1227770299,Stub,22.9,WESTERN AFRICA
Filippe Savadogo,Burkina Faso,1099231025,Stub,22.9,WESTERN AFRICA
Nouhoun Sigue,Burkina Faso,1193864167,Stub,22.9,WESTERN AFRICA
Diongolo Traore,Burkina Faso,1177650766,Stub,22.9,WESTERN AFRICA
Maurice Yaméogo,Burkina Faso,1203177077,FA,22.9,WESTERN AFRICA
Saye Zerbo,Burkina Faso,1236924018,Start,22.9,WESTERN AFRICA
Aung Than Oo,Myanmar,1226314813,Stub,55.4,SOUTHEAST ASIA
Aye Ko (artist),Myanmar,1151370568,Stub,55.4,SOUTHEAST ASIA
Ba Shin,Myanmar,1087648145,C,55.4,SOUTHEAST ASIA
Bao Youxiang,Myanmar,1231942275,C,55.4,SOUTHEAST ASIA
Bawk Ja,Myanmar,1210082543,Start,55.4,SOUTHEAST ASIA
Cheery Zahau,Myanmar,1245373592,C,55.4,SOUTHEAST ASIA
Oscar de Glanville,Myanmar,1216156762,Start,55.4,SOUTHEAST ASIA
M. A. Gaffar,Myanmar,1189278863,C,55.4,SOUTHEAST ASIA
Han Tha Myint,Myanmar,1177347217,Start,55.4,SOUTHEAST ASIA
Hla Maung Shwe,Myanmar,1144174107,Stub,55.4,SOUTHEAST ASIA
Hso Khan Pha,Myanmar,1210083613,C,55.4,SOUTHEAST ASIA
Nai Htaw Sorn,Myanmar,1210083144,Start,55.4,SOUTHEAST ASIA
Htay Aung (businessman),Myanmar,1169933380,Start,55.4,SOUTHEAST ASIA
Htin Linn Aung,Myanmar,1245373600,Start,55.4,SOUTHEAST ASIA
Ja Htoi Pan,Myanmar,1250704546,Stub,55.4,SOUTHEAST ASIA
Khin Kyaw Han,Myanmar,1036478390,Stub,55.4,SOUTHEAST ASIA
Khin Ma Ma Myo,Myanmar,1227269939,Stub,55.4,SOUTHEAST ASIA
Khin Maung Swe,Myanmar,1234386190,Start,55.4,SOUTHEAST ASIA
Khun San Lwin,Myanmar,1210189937,Stub,55.4,SOUTHEAST ASIA
Ko Ni,Myanmar,1245412082,C,55.4,SOUTHEAST ASIA
Thakin Kodaw Hmaing,Myanmar,1221126119,C,55.4,SOUTHEAST ASIA
Kwe Te No,Myanmar,1207433410,Stub,55.4,SOUTHEAST ASIA
Sao Kya Seng,Myanmar,1250357483,C,55.4,SOUTHEAST ASIA
Kyaw Moe Tun,Myanmar,1203399746,GA,55.4,SOUTHEAST ASIA
Kyaw Tun,Myanmar,1246524261,C,55.4,SOUTHEAST ASIA
Kyaw Zaw Oo,Myanmar,1227561394,C,55.4,SOUTHEAST ASIA
Duwa Lashi La,Myanmar,1250281251,C,55.4,SOUTHEAST ASIA
Lian Hmung Sakhong,Myanmar,1245373615,Start,55.4,SOUTHEAST ASIA
Sultan Mahmud (minister),Myanmar,1240728343,C,55.4,SOUTHEAST ASIA
Maran Brang Seng,Myanmar,1239820808,Start,55.4,SOUTHEAST ASIA
Gani Markan,Myanmar,1205964987,Stub,55.4,SOUTHEAST ASIA
Maw Htun Aung,Myanmar,1245372940,C,55.4,SOUTHEAST ASIA
"Myint Swe (politician, born 1965)",Myanmar,1250134288,Stub,55.4,SOUTHEAST ASIA
Myo Yan Naung Thein,Myanmar,1169934161,Start,55.4,SOUTHEAST ASIA
Naw Ohn Hla,Myanmar,1245373645,C,55.4,SOUTHEAST ASIA
Nay Myo Wai,Myanmar,1065794809,Start,55.4,SOUTHEAST ASIA
Nay Zin Lat,Myanmar,1140270731,Stub,55.4,SOUTHEAST ASIA
Kyaw Ni,Myanmar,1197273116,Stub,55.4,SOUTHEAST ASIA
Nyi Sein,Myanmar,1245373470,Stub,55.4,SOUTHEAST ASIA
Nyo Nyo Thin,Myanmar,1169933560,Start,55.4,SOUTHEAST ASIA
Pu Pa Thang,Myanmar,1248165000,Stub,55.4,SOUTHEAST ASIA
San Tun,Myanmar,1245372381,Stub,55.4,SOUTHEAST ASIA
Sao Sanda,Myanmar,1210083781,Start,55.4,SOUTHEAST ASIA
Sasa (politician),Myanmar,1245373652,C,55.4,SOUTHEAST ASIA
Saw Sa,Myanmar,1087057198,C,55.4,SOUTHEAST ASIA
Saya Gyi U Nu,Myanmar,1235897720,GA,55.4,SOUTHEAST ASIA
"Sein Win (politician, born 1944)",Myanmar,1147278693,Start,55.4,SOUTHEAST ASIA
Mya Lay Sein,Myanmar,1222232537,Start,55.4,SOUTHEAST ASIA
Sao Seng Suk,Myanmar,1210083818,Stub,55.4,SOUTHEAST ASIA
Shwe Ohn,Myanmar,1219791322,Stub,55.4,SOUTHEAST ASIA
Soe Moe Hlaing,Myanmar,1177185207,Start,55.4,SOUTHEAST ASIA
Sultan Ahmed (Burmese politician),Myanmar,1214544169,Start,55.4,SOUTHEAST ASIA
Naw Susanna Hla Hla Soe,Myanmar,1245373664,Start,55.4,SOUTHEAST ASIA
Tan Yu Sai,Myanmar,987791661,Stub,55.4,SOUTHEAST ASIA
Taw Phaya Galay,Myanmar,1239004774,C,55.4,SOUTHEAST ASIA
Tayzar San,Myanmar,1227692854,Start,55.4,SOUTHEAST ASIA
Than Nyein,Myanmar,1219791544,Start,55.4,SOUTHEAST ASIA
Than Sein,Myanmar,1245372417,Stub,55.4,SOUTHEAST ASIA
Than Win,Myanmar,1245373365,Start,55.4,SOUTHEAST ASIA
Thaung Tun (politician),Myanmar,1245373050,Start,55.4,SOUTHEAST ASIA
Baganset U Thaw,Myanmar,1245618789,C,55.4,SOUTHEAST ASIA
Thein Maung,Myanmar,1238454181,Start,55.4,SOUTHEAST ASIA
Thein Nyunt (politician),Myanmar,1234388263,Start,55.4,SOUTHEAST ASIA
Thet Win Aung,Myanmar,1170350688,Start,55.4,SOUTHEAST ASIA
Thirty Comrades,Myanmar,1242193633,C,55.4,SOUTHEAST ASIA
Tin Aye,Myanmar,1239526756,Stub,55.4,SOUTHEAST ASIA
Tu Hkawng,Myanmar,1245373670,Start,55.4,SOUTHEAST ASIA
Wai Moe Naing,Myanmar,1142166678,Start,55.4,SOUTHEAST ASIA
Win Ko Ko Latt,Myanmar,1243165916,Start,55.4,SOUTHEAST ASIA
Maung Wuntha,Myanmar,1192257938,Start,55.4,SOUTHEAST ASIA
Yawd Serk,Myanmar,1250459738,Stub,55.4,SOUTHEAST ASIA
Za Hlei Thang,Myanmar,1250853841,C,55.4,SOUTHEAST ASIA
Zaw Htay,Myanmar,1220263916,C,55.4,SOUTHEAST ASIA
Zura Begum,Myanmar,1207585856,Start,55.4,SOUTHEAST ASIA
Pierre Baranyanka,Burundi,1227694880,GA,13.2,EASTERN AFRICA
Joseph Biroli,Burundi,1244607980,GA,13.2,EASTERN AFRICA
Evelyne Butoyi,Burundi,1226287594,Stub,13.2,EASTERN AFRICA
Joseph Cimpaye,Burundi,1247008320,C,13.2,EASTERN AFRICA
Edouard Nduwimana,Burundi,1249889245,Stub,13.2,EASTERN AFRICA
Gervais Nyangoma,Burundi,1172072408,Start,13.2,EASTERN AFRICA
Gérard Mfuranzima,Burundi,1059652996,Start,13.2,EASTERN AFRICA
Cyrille Ndayirukiye,Burundi,1235862392,Stub,13.2,EASTERN AFRICA
Révérien Ndikuriyo,Burundi,1231164333,Start,13.2,EASTERN AFRICA
Tharcisse Niyongabo,Burundi,1218269209,Stub,13.2,EASTERN AFRICA
Gabriel Nizigama,Burundi,1193500276,Stub,13.2,EASTERN AFRICA
Jean-Baptiste Ntidendereza,Burundi,1176698590,C,13.2,EASTERN AFRICA
Ririkumutima,Burundi,1233102698,Start,13.2,EASTERN AFRICA
Agathon Rwasa,Burundi,1227287425,Start,13.2,EASTERN AFRICA
Imelde Sabushimike,Burundi,1243757340,Start,13.2,EASTERN AFRICA
Alexis Sinduhije,Burundi,1227751790,GA,13.2,EASTERN AFRICA
Ang Vong Vathana,Cambodia,1242000913,Stub,17.0,SOUTHEAST ASIA
Samheng Boros,Cambodia,1217047991,Start,17.0,SOUTHEAST ASIA
Bun Chanmol,Cambodia,1229174400,C,17.0,SOUTHEAST ASIA
Chem Snguon,Cambodia,1243810904,Stub,17.0,SOUTHEAST ASIA
Chhan Sokhom,Cambodia,1243810911,Stub,17.0,SOUTHEAST ASIA
Chuon Saodi,Cambodia,1243810923,Stub,17.0,SOUTHEAST ASIA
Duong Sam Ol,Cambodia,1250510333,Stub,17.0,SOUTHEAST ASIA
Ieu Koeus,Cambodia,1234647985,Start,17.0,SOUTHEAST ASIA
Ith Samheng,Cambodia,1246668602,Start,17.0,SOUTHEAST ASIA
Khem Veasna,Cambodia,1210437333,C,17.0,SOUTHEAST ASIA
Kou Roun,Cambodia,1243810993,Stub,17.0,SOUTHEAST ASIA
Daran Kravanh,Cambodia,1096672232,Stub,17.0,SOUTHEAST ASIA
Lon Nil,Cambodia,1220226778,Start,17.0,SOUTHEAST ASIA
Mao Ayuth,Cambodia,1171497670,C,17.0,SOUTHEAST ASIA
Neav Sithong,Cambodia,1243811022,Stub,17.0,SOUTHEAST ASIA
Ngoun Chhay Kry,Cambodia,1243811027,Stub,17.0,SOUTHEAST ASIA
Norodom Norindeth,Cambodia,1220843919,Start,17.0,SOUTHEAST ASIA
Norodom Phurissara,Cambodia,1243811051,Start,17.0,SOUTHEAST ASIA
Oung Ouen,Cambodia,1079121769,Stub,17.0,SOUTHEAST ASIA
Phlek Chhat,Cambodia,1244202380,Stub,17.0,SOUTHEAST ASIA
Ponn Vongs Vaddey,Cambodia,1243811080,Stub,17.0,SOUTHEAST ASIA
Samheng Bora,Cambodia,1194560189,Start,17.0,SOUTHEAST ASIA
Say Phouthang,Cambodia,1174776111,C,17.0,SOUTHEAST ASIA
Sisowath Youtevong,Cambodia,1221932398,Start,17.0,SOUTHEAST ASIA
So Nem,Cambodia,1243811102,Stub,17.0,SOUTHEAST ASIA
Tep Hun,Cambodia,1243811136,Stub,17.0,SOUTHEAST ASIA
Tep Phan,Cambodia,1059565834,Stub,17.0,SOUTHEAST ASIA
Tep Vattho,Cambodia,1243808497,Start,17.0,SOUTHEAST ASIA
Thiounn,Cambodia,1178861440,GA,17.0,SOUTHEAST ASIA
Touch Kim,Cambodia,1243811146,Stub,17.0,SOUTHEAST ASIA
Truong Cang,Cambodia,1157572449,Start,17.0,SOUTHEAST ASIA
Tuot Saron,Cambodia,1171902721,Start,17.0,SOUTHEAST ASIA
Uch Ven,Cambodia,1178094497,Stub,17.0,SOUTHEAST ASIA
Uk Vithun,Cambodia,1243811158,Stub,17.0,SOUTHEAST ASIA
Ung Hong Sath,Cambodia,1250884183,Stub,17.0,SOUTHEAST ASIA
Veng Sakhon,Cambodia,1249720857,Stub,17.0,SOUTHEAST ASIA
Yat Hwaidi,Cambodia,1130454039,Stub,17.0,SOUTHEAST ASIA
Marie Catherine Abena,Cameroon,1241219287,Start,28.1,MIDDLE AFRICA
Haman Adama,Cameroon,1246435409,Stub,28.1,MIDDLE AFRICA
Vincent de Paul Ahanda,Cameroon,1249317685,Stub,28.1,MIDDLE AFRICA
Ahmadou Ahidjo,Cameroon,1250931149,FA,28.1,MIDDLE AFRICA
Joseph Beti Assomo,Cameroon,1229939964,Start,28.1,MIDDLE AFRICA
Charles Ateba Eyene,Cameroon,1234063279,Start,28.1,MIDDLE AFRICA
Olivier Bilé,Cameroon,1243540290,Stub,28.1,MIDDLE AFRICA
Dsamou Micheline,Cameroon,1223788177,Start,28.1,MIDDLE AFRICA
Lawrence Fonka Shang,Cameroon,1041211681,Stub,28.1,MIDDLE AFRICA
Victor Fotso,Cameroon,1102345166,Stub,28.1,MIDDLE AFRICA
Séraphin Magloire Fouda,Cameroon,1009662257,Stub,28.1,MIDDLE AFRICA
Lucy Gwanmesia,Cameroon,1221349803,Start,28.1,MIDDLE AFRICA
Njomgang Isaac,Cameroon,1108440685,Start,28.1,MIDDLE AFRICA
René Jam Afane,Cameroon,1231186334,Start,28.1,MIDDLE AFRICA
Augustine Ngom Jua,Cameroon,1249031959,Start,28.1,MIDDLE AFRICA
Paul Monyonge Kale,Cameroon,1214426931,Start,28.1,MIDDLE AFRICA
Enanga Kebbi,Cameroon,1219533774,Start,28.1,MIDDLE AFRICA
Pierre Kotouo,Cameroon,1177650482,Stub,28.1,MIDDLE AFRICA
Laurentine Mbede,Cameroon,1240148045,Start,28.1,MIDDLE AFRICA
Albert Mbida,Cameroon,1230583945,Stub,28.1,MIDDLE AFRICA
Ibrahim Mbombo Njoya,Cameroon,1226331859,Start,28.1,MIDDLE AFRICA
Clémentine Ananga Messina,Cameroon,1217696496,Start,28.1,MIDDLE AFRICA
Ousmane Mey,Cameroon,1017007525,Start,28.1,MIDDLE AFRICA
Victor Mukete,Cameroon,1250196607,Start,28.1,MIDDLE AFRICA
Bernard Muna,Cameroon,1108720863,Start,28.1,MIDDLE AFRICA
Jerôme Mvondo,Cameroon,1250160956,Stub,28.1,MIDDLE AFRICA
Anne Marthe Mvoto,Cameroon,1225861548,Start,28.1,MIDDLE AFRICA
Hermine Patricia Tomaïno Ndam Njoya,Cameroon,1240147077,C,28.1,MIDDLE AFRICA
Pierre Ngayewang,Cameroon,1177650598,Stub,28.1,MIDDLE AFRICA
John Ebong Ngole,Cameroon,1151361877,Stub,28.1,MIDDLE AFRICA
Xavier Ngoubeyou,Cameroon,1242530072,Stub,28.1,MIDDLE AFRICA
Victor Anomah Ngu,Cameroon,1152439979,Start,28.1,MIDDLE AFRICA
Julienne Niat,Cameroon,1227015746,Start,28.1,MIDDLE AFRICA
Dorothy L. Njeuma,Cameroon,1240137941,Start,28.1,MIDDLE AFRICA
Bernard Njonga,Cameroon,1098278415,Stub,28.1,MIDDLE AFRICA
Arouna N'Joya,Cameroon,1177650613,Stub,28.1,MIDDLE AFRICA
Edouard Nomo-Ongolo,Cameroon,1146536611,Stub,28.1,MIDDLE AFRICA
Antoine Ntsimi,Cameroon,1180554993,C,28.1,MIDDLE AFRICA
Paul Pondi,Cameroon,1242817206,C,28.1,MIDDLE AFRICA
Félix Sabal Lecco (politician),Cameroon,1148553193,C,28.1,MIDDLE AFRICA
François Sengat-Kuo,Cameroon,1199699881,Stub,28.1,MIDDLE AFRICA
Madeleine Tchuente,Cameroon,1225866384,Start,28.1,MIDDLE AFRICA
Félix Tonye Mbog,Cameroon,1226983598,Start,28.1,MIDDLE AFRICA
Kah Walla,Cameroon,1239668367,GA,28.1,MIDDLE AFRICA
Zakiatou Djamo,Cameroon,1235834775,Stub,28.1,MIDDLE AFRICA
José Manuel Gomes Andrade,Cape Verde,1216083405,Stub,0.6,WESTERN AFRICA
Honório Barreto,Cape Verde,1249443443,Start,0.6,WESTERN AFRICA
Pedro Fernandes Lopes,Cape Verde,1191590141,C,0.6,WESTERN AFRICA
Januaria Moreira,Cape Verde,1225864918,Start,0.6,WESTERN AFRICA
Paulo Rocha (Cape Verde politician),Cape Verde,1177459663,Stub,0.6,WESTERN AFRICA
Gilberto Correia Carvalho Silva,Cape Verde,1101613548,Stub,0.6,WESTERN AFRICA
Luís Filipe Tavares,Cape Verde,1213485215,Start,0.6,WESTERN AFRICA
Carlos de Vasconcelos,Cape Verde,1216635216,Start,0.6,WESTERN AFRICA
Abraão Vicente,Cape Verde,1213485569,Start,0.6,WESTERN AFRICA
Jean-Bédel Bokassa,Central African Republic,1248397829,FA,6.2,MIDDLE AFRICA
Antoine Darlan,Central African Republic,1217196175,C,6.2,MIDDLE AFRICA
Georges Darlan,Central African Republic,1211998269,C,6.2,MIDDLE AFRICA
Catherine Denguiadé,Central African Republic,1242454262,Start,6.2,MIDDLE AFRICA
Henri-Marie Dondra,Central African Republic,1221994311,Stub,6.2,MIDDLE AFRICA
Saif Durbar,Central African Republic,1240973609,C,6.2,MIDDLE AFRICA
Gaston N'Guérékata,Central African Republic,1239810898,C,6.2,MIDDLE AFRICA
Jean-Benoît Gonda,Central African Republic,1159473113,Stub,6.2,MIDDLE AFRICA
Hassan Al Habib,Central African Republic,1140307699,Stub,6.2,MIDDLE AFRICA
Rodolphe Iddi Lala,Central African Republic,1242127344,C,6.2,MIDDLE AFRICA
